id,english,spanish,portuguese,example_en,example_es,example_pt,source,tags
card-d8fe044fe46572e1,live SARS-CoV-2,SARS-CoV-2 vivo,SARS-CoV-2 vivo,"Using a high-throughput live SARS-CoV-2 neutralisation assay, we determined neutralising antibody (NAb) titres (NAbTs) against omicron in 620 serum samples from 364 unique participants and compared these to NAbTs against alpha and delta VOCs, for which there is significant vaccine efficacy data correlated with NAbTs..",El texto emplea «SARS-CoV-2 vivo» en un contexto médico.,O texto emprega “SARS-CoV-2 vivo” em um contexto médico.,Extracted from prefinal-f,vaccination
card-e4d00fc176c3d8aa,quantifiable NAbT,título neutralizante cuantificable,título neutralizante quantificável,"In participants sampled 2–6 weeks after two-dose vaccination with Pfizer–BioNTech, most (83%) had a quantifiable NAbT against omicron (median 50% inhibitory concentration [IC50] 122), which was seven fold lower than NAbTs against alpha (median IC50 600) and three fold lower than NAbTs against delta (median IC50 301).",El texto emplea «título neutralizante cuantificable» en un contexto médico.,O texto emprega “título neutralizante quantificável” em um contexto médico.,Extracted from prefinal-f,vaccination
card-28042a8855e9c952,detectable,detectable,detectável,"Before receiving their third dose, 42% participants had detectable NAbTs against omicron, whereas nearly all participants (96%) neutralised omicron after a third dose, with a median IC50 of 332.",El texto emplea «detectable» en un contexto médico.,O texto emprega “detectável” em um contexto médico.,Extracted from prefinal-f,vaccination
card-890a282bcb103890,targeted third-dose,campaña dirigida de tercera dosis,campanha direcionada de terceira dose,"In September, 2021, the UK initiated a targeted third-dose booster campaign.",El texto emplea «campaña dirigida de tercera dosis» en un contexto médico.,O texto emprega “campanha direcionada de terceira dose” em um contexto médico.,Extracted from prefinal-f,vaccination
card-f61a2e1ac4ac972e,third-dose booster,refuerzo con tercera dosis,reforço com terceira dose,"In September, 2021, the UK initiated a targeted third-dose booster campaign.",El texto emplea «refuerzo con tercera dosis» en un contexto médico.,O texto emprega “reforço com terceira dose” em um contexto médico.,Extracted from prefinal-f,vaccination
card-454744d57608bf8d,vulnerable people,personas vulnerables,pessoas vulneráveis,"These groups included health-care workers, individuals older than 50 years, and clinically vulnerable people.",El texto emplea «personas vulnerables» en un contexto médico.,O texto emprega “pessoas vulneráveis” em um contexto médico.,Extracted from prefinal-f,vaccination
card-08fea1bba3002011,three doses,tres dosis,três doses,All participants received Pfizer–BioNTech for all three doses.,El texto emplea «tres dosis» en un contexto médico.,O texto emprega “três doses” em um contexto médico.,Extracted from prefinal-f,vaccination
card-a0a7118fc84e1c80,strong NAb response,respuesta neutralizante intensa,resposta neutralizante forte,"Our results show that two vaccine doses, of Oxford–AstraZeneca in particular, are insufficient to generate a strong NAb response against omicron.",El texto emplea «respuesta neutralizante intensa» en un contexto médico.,O texto emprega “resposta neutralizante forte” em um contexto médico.,Extracted from prefinal-f,vaccination
card-28f5c6a826b2bd02,broad neutralising response,respuesta neutralizante amplia,resposta neutralizante ampla,The broad neutralising response observed suggests urgent global action to deliver three-dose vaccination might increase population immunity against current VOCs (including omicron) and help prevent the emergence of new variants.,El texto emplea «respuesta neutralizante amplia» en un contexto médico.,O texto emprega “resposta neutralizante ampla” em um contexto médico.,Extracted from prefinal-f,vaccination
card-e2888371db598139,urgent global action,acción mundial urgente,ação global urgente,The broad neutralising response observed suggests urgent global action to deliver three-dose vaccination might increase population immunity against current VOCs (including omicron) and help prevent the emergence of new variants.,El texto emplea «acción mundial urgente» en un contexto médico.,O texto emprega “ação global urgente” em um contexto médico.,Extracted from prefinal-f,vaccination
card-a160fbe3a82c0187,emergence of new variants,aparición de nuevas variantes,surgimento de novas variantes,The broad neutralising response observed suggests urgent global action to deliver three-dose vaccination might increase population immunity against current VOCs (including omicron) and help prevent the emergence of new variants.,El texto emplea «aparición de nuevas variantes» en un contexto médico.,O texto emprega “surgimento de novas variantes” em um contexto médico.,Extracted from prefinal-f,vaccination
card-61520c23cc2e283c,vaccine-induced antibodies,anticuerpos inducidos por la vacuna,anticorpos induzidos pela vacina,"The aims of this study was to determine the ability of vaccine-induced antibodies to neutralise omicron, and to compare this to our previous measurements of VOC neutralisation by Pfizer–BioNTech and Oxford–AstraZeneca, we carried out a third analysis of the Legacy study cohort..",El texto emplea «anticuerpos inducidos por la vacuna» en un contexto médico.,O texto emprega “anticorpos induzidos pela vacina” em um contexto médico.,Extracted from prefinal-f,vaccination
card-7a907af341f5a1c6,two-dose vaccination,vacunación con dos dosis,vacinação com duas doses,"In participants sampled 2–6 weeks after two-dose vaccination with Pfizer–BioNTech, most (83%) had a quantifiable NAbT against omicron (median 50% inhibitory concentration [IC50] 122), which was seven fold lower than NAbTs against alpha (median IC50 600) and three fold lower than NAbTs against delta (median IC50 301).",El texto emplea «vacunación con dos dosis» en un contexto médico.,O texto emprega “vacinação com duas doses” em um contexto médico.,Extracted from prefinal-f,vaccination
card-63cc98599f0a945b,serum,suero,soro,"Using a high-throughput live SARS-CoV-2 neutralisation assay, we determined neutralising antibody (NAb) titres (NAbTs) against omicron in 620 serum samples from 364 unique participants and compared these to NAbTs against alpha and delta VOCs, for which there is significant vaccine efficacy data correlated with NAbTs..",El texto emplea «suero» en un contexto médico.,O texto emprega “soro” em um contexto médico.,Extracted from prefinal-f,vaccination
card-c694cb51ac9b0d71,neutralise,neutralizar,neutralizar,"The aims of this study was to determine the ability of vaccine-induced antibodies to neutralise omicron, and to compare this to our previous measurements of VOC neutralisation by Pfizer–BioNTech and Oxford–AstraZeneca, we carried out a third analysis of the Legacy study cohort..",El texto emplea «neutralizar» en un contexto médico.,O texto emprega “neutralizar” em um contexto médico.,Extracted from prefinal-f,vaccination
card-a60c69ec338a2141,neutralisation,neutralización,neutralização,"The aims of this study was to determine the ability of vaccine-induced antibodies to neutralise omicron, and to compare this to our previous measurements of VOC neutralisation by Pfizer–BioNTech and Oxford–AstraZeneca, we carried out a third analysis of the Legacy study cohort..",El texto emplea «neutralización» en un contexto médico.,O texto emprega “neutralização” em um contexto médico.,Extracted from prefinal-f,vaccination
card-8a5a55537ae56f52,cigarette use,consumo de cigarrillos,uso de cigarros,Significant reductions in cigarette use were found among U.,El texto emplea «consumo de cigarrillos» en un contexto médico.,O texto emprega “uso de cigarros” em um contexto médico.,Extracted from exam-smoking-depression-2022-reconstructed,mental-health
card-7c6663ae1c5e08de,major depression,depresión mayor,depressão maior,Tobacco smoking rates are decreasing in people with major depression and substance use disorder.,El texto emplea «depresión mayor» en un contexto médico.,O texto emprega “depressão maior” em um contexto médico.,Extracted from exam-smoking-depression-2022-reconstructed,mental-health
card-a637ad2e54575839,substance use disorder,trastorno por consumo de sustancias,transtorno por uso de substâncias,Tobacco smoking rates are decreasing in people with major depression and substance use disorder.,El texto emplea «trastorno por consumo de sustancias» en un contexto médico.,O texto emprega “transtorno por uso de substâncias” em um contexto médico.,Extracted from exam-smoking-depression-2022-reconstructed,mental-health
card-febe89c29c406288,nationally representative survey,encuesta representativa nacional,pesquisa nacionalmente representativa,"adults with major depression, substance use disorder, or both from 2006 to 2019, according to a new analysis of nationally representative survey data published today in JAMA.",El texto emplea «encuesta representativa nacional» en un contexto médico.,O texto emprega “pesquisa nacionalmente representativa” em um contexto médico.,Extracted from exam-smoking-depression-2022-reconstructed,mental-health
